train_loss,val_loss
0.001038266933426472,0.0008019733359105885
0.00029843541483816534,0.0005403706527431495
0.0002671492383222289,0.0005087247845949605
0.00023533899462254682,0.0005210356684983708
0.00022896464951424245,0.0004989375011064112
0.00022540676321302768,0.00044652684300672263
0.00021960647866780045,0.000437447008152958
0.00021869377979903288,0.0004467172984732315
0.00021551489826722317,0.00045098586997482926
0.0002121513172377885,0.00044752642133971676
0.00022102321867659724,0.00048784037062432617
0.00021679302812597871,0.00045133459207136184
0.000215618978918943,0.0004582539986586198
0.00021459319107651817,0.00045093918743077666
0.00021186332735353817,0.0004398548189783469
0.0002123655096236792,0.000455635177786462
0.00021628442976540305,0.00045106234756531194
